OrgType,OrgCode,LocationName,Cty,Name,Address,Line2,Line3,Line4,Telephone,EmailAddress,ContactName,ediSONInstance,ediSONCompanyCode
General,ORG0129,HKHKG,,KOWLING CO LTD,46/48 WYNDHAM STREET,CENTRAL HONG KONG,,,852 2733 1133,cargoservices.shipper+300588@gmail.com,SANDY CHAN,0,KOCO0007  
General,ORG0130,AUMEL,,GFA (AUST) PTY LTD,61 SUNMORE CLOSE,HEATHERTON,,,03 9551 4666,cargoservices.shipper+300589@gmail.com,AMANDA AITKEN,0,GFXX0001  
General,ORG0131,HKHKG,,MAIORA GROUP LIMITED,ROOM 606 6/F YALE IND CENTRE,61-63 AU PUI WAN STREET SHATIN,,,852 3428 2820,cargoservices.shipper+300591@gmail.com,ELLEN,0,MAGR0011  
General,ORG0132,AUMEL,,JEMARK IMPORTS P/T OVERSEAS,1 TABBITA STREET,MOORABBIN,,,03 9532 5562,cargoservices.shipper+300592@gmail.com,DANIEL PERLSTEIN,0,JEIM0004  
General,ORG0133,AUMEL,,BRANDWORX PTY LTD,PO BOX 631,ROSANNA,,,61 4172 57353,cargoservices.shipper+300594@gmail.com,MAX SMITH,0,BRPT0002  
General,ORG0134,,,TREE TOYS CORPORATION,8TH FLOOR NO 16 LANE 12 1 NEIHU ROA,NEIHU,,,886 2 2797 8086,cargoservices.shipper+300595@gmail.com,NANCY LI,0,TRTO0004  
General,ORG0135,AUMEL,,SHAMROCK INTERNATIONAL,21-23 JOSEPH STREET,BLACKBURN NORTH,,,03 9895 4300,cargoservices.shipper+300596@gmail.com,ALLEN DAVIS,0,SHIN0014  
General,ORG0136,TWTPE,,QUESTWOOD CORPORATION (EVER TOWER),58 SEC 3 CHENGDE ROAD,TAIPEI,,,886 225 945817,cargoservices.shipper+300597@gmail.com,JONATHAN HWANG,0,QUCO0002  
General,ORG0137,SGSIN,,ASPAIL SINGAPORE,629 ARJUNIEO ROAD CITITECH IND BLDG,SINGAPORE,,,65 6747 7090,cargoservices.shipper+300598@gmail.com,T J CHIA,0,ASSI0001  
General,ORG0138,HKHKG,,GAIN TOTAL LIMITED,489-491 CASTL PEAKL RD,CHENG SH KOWLOON,,,852 2117 0518,cargoservices.shipper+300599@gmail.com,SAM WONG,0,GATO0002  
General,ORG0139,,,JIAXING JALY COMMODITIES CO LTD,605 CHANGZU ROAD,NANHU DISTRICT JIAXING ZHEJIANG,,,0412 874 682,cargoservices.shipper+300600@gmail.com,CON TSINTARAKIS 0412 874 682,0,JIJA0002  
General,ORG0140,,,THE LEARNING JOURNEY INTERNATIONAL,24435 N 20TH DRIVE,PHOENIX,,,602 767 1115,cargoservices.shipper+300601@gmail.com,CINDY WILSON,0,THLE0006  
General,ORG0141,GBMNC,,STOCKS (MANCHESTER) LTD,VILLAGE WAY,TRAFFORD PARK MANCHESTER,,,0161 855 6999,cargoservices.shipper+300602@gmail.com,JOANNE ANDERSON,0,STXX0052  
General,ORG0142,HKHKG,,MOTORMAX TOY FACTORY LIMITED,7/F TOWER 1 STH SEAS CENTRE 75 MODY,TSIMSHATSUI EAST KOWLOON,,,852 2722 8000,cargoservices.shipper+300603@gmail.com,ERIC LAI,0,MOTO0004  
General,ORG0143,,,VAN CAEM EUROPE BV,ADMIRAAL BANCKERTWEG 12,ZUID,,,31 715219513,cargoservices.shipper+300605@gmail.com,THOMAS HOVING,0,VACA0002  
General,ORG0144,,,ZHUJI MORETEX SOCKS CO LTD,11 LIANHE ROAD,ZHUJI CITY ZHEJIANG,,,86 575 87135881,cargoservices.shipper+300609@gmail.com,TONY HABIB,0,ZHMO0001  
General,ORG0145,HKHKG,,ARUNA HOMEWARE (HONG KONG) LIMITED,6 HOW MING STREET,TWUN TONG KOWLOON,,,852 36955030,cargoservices.shipper+300611@gmail.com,SULIN CHAN,0,ARHO0006  
General,ORG0146,VNSGN,,HAPROSIMEX SAIGON,77-79 PHO DUC CHINH STREET,DIST 1 HO CHI MINH CITY,,,84 902 418433,cargoservices.shipper+300614@gmail.com,LE THI THU THUY (MARIE),0,HASA0014
General,ORG0147,VNSGN,,DAI DONG TIEN CORPORATION,216 TAN THANH WARD,HO CHI MIN CITY,,,,cargoservices.shipper+300615@gmail.com,MS THUY,0,DADO0002  
General,ORG0148,,,MCPHERSONS HOUSEWARES,105  VANESSA STREET,KINGSGROVE,,,02 9370 8000,cargoservices.shipper+300616@gmail.com,natalie ryan,0,MCHO0003
General,ORG0149,AUMEL,,GIDEON SERVICES PTY LTD OVERSEAS,22 KENILWORTH CRESCENT,GLEN WAVERLEY,,,03 9803 3703,cargoservices.shipper+300617@gmail.com,jo sujana  0488 337730,0,GISE0002
General,ORG0150,HKHKG,,CREATIVE CONCEPTS MANUFACTURING LTD,2G HOK YUEN STREET, HUNG KOWLOON,,,2773 6401,cargoservices.shipper+300619@gmail.com,SHAZIA BIBI,0,CRCO0010  
General,ORG0151,,,LOUMET TOYS PTY LTD,7 STEPNEY STREET,STEPNEY,,,08 8363 0799,cargoservices.shipper+300620@gmail.com,JOSEPH SPAGNOLETTI,0,LOTO0004  
General,ORG0152,,,SODAKING AUSTRALIA,3 MCLELLAN STREET,BAYSWATER,,,0421 997 496,cargoservices.shipper+300621@gmail.com,KEVIN DOHERTY,0,SOAU0004
General,ORG0153,,,KIDZWIZ PTY LTD,8 THORNTON CRES,MITCHAM,,,413743456,cargoservices.shipper+300622@gmail.com,MEYER DIAMOND,0,KIPT0001
General,ORG0154,,,SOCADO SRL,VIA SPAGNA 20,VILLAFRANCA DI VERONIA,,,03 9555 2077,cargoservices.shipper+300623@gmail.com,GERRY VAN AMEYDEN,0,SOSR0003
General,ORG0155,,,LYPRODAN A/S,BERNSTORFFSVEJ 130 DK2900,HELLERUP DENMARK,,,45 3990 8818,cargoservices.shipper+300624@gmail.com,MS EMILY,0,LYAX0001
General,ORG0156,CNCAN,,RAYLEE INTERNATIONAL CO LTD,168 NANTAI ROAD,GUANGZHOU,,,86 20 84344889,cargoservices.shipper+300630@gmail.com,LAURA KEMP,0,RAIN0022
General,ORG0157,TWTPE,,DELTAIC INTERNATIONAL CO LTD,79  SEC 2 SHUANG-SHI ROAD,BANQIAO DISTRICT NEW TAPEI CITY,,,886 2 2251 7070,cargoservices.shipper+300631@gmail.com,ARTHUR CHIU,0,DEIN0040
General,ORG0158,AUMEL,,ARLEC AUSTRALIA PTY LTD,31-41 JOSEPH STREET,BLACKBURN NORTH,,,03 9982 5000,cargoservices.shipper+300634@gmail.com,LIZ SPENCER,0,ARAU0003  
General,ORG0159,,,BIG MOUTH INC,655 WINDING BROOK DVE,GLASTONBURY,,,860 659 8304,cargoservices.shipper+300635@gmail.com,JEFFREY ELSNER,0,BIMO0007
General,ORG0160,AUMEL,,TOYNETWORX,4/87 NEWLANDS ROAD,RESERVOIR,,,03 9460 2277,cargoservices.shipper+300636@gmail.com,BEN BLISS,0,TOXX0041
General,ORG0161,HKHKG,,MEGA BRIGHT INT(PJ SAS TRADING),UNIT 11 11/F BLOCK A HI TECH IND CE,PAK TIN PAR STREET TSUEN WAN,,,61 2 9602 5444,cargoservices.shipper+300637@gmail.com,LUKE,0,MEBR0004  
General,ORG0162,VNSGN,,LE TRAN PRODUCING-TRADING & SERVICE,39/25-27 NGUYEN CUU DAM ST,TAN PHU DIST HO CHI MINH CITY,,,84 8 3713 8888,cargoservices.shipper+300638@gmail.com,MR HUNG,0,LETR0004
General,ORG0163,VNSGN,,SUNRISE POTTERY CO LTD,280B8 LUONG DINH CUA AN PHU DISTRIC,HO CHI MIN CITY,,,84 613 954 357,cargoservices.shipper+300639@gmail.com,THUY TRINH,0,SUPO0004
General,ORG0164,,,M/S LAAJ INTERNATIONAL,A-2 NARAINA INDUSTRIAL AERA,PHASE 1 NEW DELHI,,,011 4141 8661,cargoservices.shipper+300640@gmail.com,RAHUL AGGARWAL,0,MXLA0001
General,ORG0165,CNNGB,,NINGBO POWERR PLASTIC PRODUCTS CO L,CHONGSHOU TOWN,CIXI CITY,,,0086 13605888226,cargoservices.shipper+300641@gmail.com,MR JOHNSON,0,NIPO0005
General,ORG0166,VNSGN,,FMCG VIET CO LTD,203/9 TRUC STR WARD 13,BINH THANH DIST HO CHI MIN CITY,,,84 35533480,cargoservices.shipper+300642@gmail.com,MR CLARK,0,FMVI0001
General,ORG0167,,,IMPACT POSTERS(IMPACT ROCK MERCHAND,1/9 PIONEER AVENUE,THORNLEIGH,,,02 9481 7344,cargoservices.shipper+300643@gmail.com,COLIN WISE,0,IMPO0007
General,ORG0168,CNNGB,,THE GRANDVIEW INDUSTRY CO LTD,555 SOUTH TIANTONG RD,YINZHOU DIST NINGBO CI,,,86 574 89057759,cargoservices.shipper+300644@gmail.com,JASON,0,THGR0012
General,ORG0169,AUMEL,,MJM AUSTRALIA IMPORTS (OS),27 CHRISTENSEN STREET,CHELTENHAM,,,03 9555 3833,cargoservices.shipper+300645@gmail.com,JACQUES LEVY,0,JIPT0001  
General,ORG0170,USNYC,,MACKSON INC D/B/A/SHE'S COOL,1407 BROADWAY SUITE 2116B,"NEW YORK, NY",,,212-398-2515,cargoservices.shipper+300646@gmail.com,AMIT LAMBA,0,MAIN0162
General,ORG0171,,,NESTRADE S.A.,Rue Entre-deux-Villes 12,"CH-1814 La Tour-de-Peilz, Switzerla",,,41219245111,cargoservices.shipper+300649@gmail.com,Alex I,0,NESX0008
General,ORG0172,HKHKG,,GOLDEN FLOWER IND. CO. LTD,491 CATLE PEAK RD,KOWLOON HONG KONG,,,852 27435418,cargoservices.shipper+300650@gmail.com,ALICE,0,GOFL0001
General,ORG0173,,,BINTEX HOLDINGS P/L T/A LOFTEX AUST,1 Talavera Road,NORTH RYDE,,,02 9888 6688,cargoservices.shipper+300651@gmail.com,PETER ROBERTS,0,BIHO0002
General,ORG0174,CNSXG,,SHAOXING SHAFEIER CRAFTS CO LTD,ZONGHENG BRANCH ROAD,SHAOXING CITY ZHEIJIANG,,,86 575 89105172,cargoservices.shipper+300652@gmail.com,ELLERY,0,SHSH0021
General,ORG0175,,,HAUNUI INTERNATIONAL LIMITED,681B ROSEBANK ROAD,AVONDALE,,,6499137535,cargoservices.shipper+300653@gmail.com,EMMA SHAW,0,HAIN0031  
General,ORG0176,AUMEL,,WHOLESALE WAREHOUSE PTY LTD,17 DISSIK STREET,CHELTENHAM,,,03 9555 9884,cargoservices.shipper+300655@gmail.com,BRAD KRUSNOSTEIN,0,WHWA0001
General,ORG0177,AUMEL,,ROSSDALE PTY LTD,351-353 WARRIGAL ROAD,CHELTENHAM,,,03 9583 4411,cargoservices.shipper+300656@gmail.com,TIFFANY STEPHENS,0,ROPT0001
General,ORG0178,HKHKG,,KIMM & MILLER (ASIA) LIMITED,3 HI YIP STREET,YUEN LONG N.T,,,852 26199600,cargoservices.shipper+300657@gmail.com,TRISH MUSCAT 0409 568 975,0,KIXX0020
General,ORG0179,AUMEL,,HINKLER BOOKS PTY LTD,45-55 FAIRCHILD STREET,HEATHERTON,,,03 9552 1333,cargoservices.shipper+300658@gmail.com,NADIKA GARBER,0,HIBO0001  
General,ORG0180,CNHUI,,IDEAL LOCK CO LTD,DONGFENG VILLAGE,HUIZHOU CITY GUANGDONG PROVINCE,,,86 752 6516088,cargoservices.shipper+300659@gmail.com,ERIC NG,0,IDLO0003
General,ORG0181,AUMEL,,WILLIAM A MCNEIL AND CO PTY LTD,400 FOLEYS ROAD,DERRIMUT,,,03 8390 3333,cargoservices.shipper+300662@gmail.com,VICKI GREEN,0,WIAX0002
General,ORG0182,AUMEL,,JTC IMPORT EXPORT PTY LTD,98 SOUTH PARK DRIVE,DANDENONG SOUTH,,,03 9532 5100,cargoservices.shipper+300663@gmail.com,MATTHEW BROOK,0,JTIM0002
General,ORG0183,VNSGN,,BA NHAT RATTAN BAMBOO HIGH GRADE CO,169-171  XO VIET NGHE TINH W 17 BIN,HO CHI MIN CITY,,,08 3898 0916,cargoservices.shipper+300664@gmail.com,NGUYEN DUY TRUNG,0,BANH0001
General,ORG0184,,,STUDIO NOVA,589 THE KINGSWAY,MIRANDA,,,02 9531 2411,cargoservices.shipper+300665@gmail.com,STEPHEN CLARK,0,STNO0002
General,ORG0185,HKHKG,,MAX FORTUNE INDUSTRIAL LIMITED,32/F HING WAI CENTRE 7 TIN WAN PRAY,ABERDEEN,,,852 2518 7600,cargoservices.shipper+300666@gmail.com,JENNIFER AU YEUNG,0,MAFO0008  
General,ORG0186,CNHGH,,HAINAN ZHEJING FOREIGN TRADE CO LTD,200 SHIMAN ST,QIANJIANG NEW TOWN HANGZHOU,,,0086 186 6712...,cargoservices.shipper+300669@gmail.com,JACKY CHEN,0,HAZH0002
General,ORG0187,HKHKG,,FP GLASSWARE INDUSTRY,3 EUNG YUET ROAD,KOWLOON,,,852 2751 9308,cargoservices.shipper+300674@gmail.com,WILLIAM LAU,0,FPGL0002  
General,ORG0188,CNLNH,,"TAIZHOU XINHUALIAN PLASTIC CO.,LTD",SHANGJIN INDUSTRIALPARK,LINHAI TAIZHOU ZHEJIANG,,,86 576 85696777,cargoservices.shipper+300675@gmail.com,SOPHIA CHEN,0,TAXI0001
General,ORG0189,,,"HOMCO HOUSEHOLD PRODUCTS CO., LTD",DONGGANG EAST STREET,JINHUA CITY,,,0579 8912 5065,cargoservices.shipper+300676@gmail.com,JASON,0,HOHO0012
General,ORG0190,CNHGH,,HANGZHOU ZIELE TRADING CO LTD,ROOM 0810 GUANG LI BLDG 136 QING CH,HANGZHOU CITY,,,0086 0571 872...,cargoservices.shipper+300677@gmail.com,DANIEL,0,HAZI0001
General,ORG0191,,,TONTINE GROUP (JOHN COTTON AUSTRALI,144-168 NATIONAL BLVD,CAMPBELLFIELD,,,1800 725 500,cargoservices.shipper+300678@gmail.com,SCOTT GICK,0,TOGR0010
General,ORG0192,AUMEL,,HUNTER PRODUCTS PTY LTD,424 WARRIGUL ROAD,MOORABBIN,,,03 9262 2900,cargoservices.shipper+300684@gmail.com,DAVID PEEL,0,HUPR0003
General,ORG0193,,,UNITEX INTERNATIONAL,53 BOURKE ROAD,ALEXANDRIA,,,02 9669 6317,cargoservices.shipper+300689@gmail.com,AFSHIN NEJADIRAN,0,UNIN0025
General,ORG0194,CNSHA,,ALVIN CULTURAL AND SPORT(ALVIN INTE,1001-1002 1018 10TH FLOORT BDG 3 GR,58 EAST  XINJIAN ROAD SHANGHAI,,,03 9827 5179,cargoservices.shipper+300694@gmail.com,PETER YAN,0,ALCU0002
General,ORG0195,CNHGH,,ZHEJIANG ARTS & CRAFTS IMP & EXP CO,12N  ZHONGSHAN ROAD,HANGZHOU,,,86 571 8568 2918,cargoservices.shipper+300695@gmail.com,FANG JIONG,0,ZHAR0001
General,ORG0196,VNSGN,,HACA CO LTD,64/22 LE QUANG DINH WARD,14 BINH THANH DIST HO CHI MIN CITY,,,848 35107 100,cargoservices.shipper+300699@gmail.com,HOANG XUAN PHUONG,0,HACO0029
General,ORG0197,,,GARLAND SALES INC (MILBERG FACTORS,1800 ANTIOCH ROAD,DALTON GA,,,800 524 0361,cargoservices.shipper+300700@gmail.com,CHRIS LATOUR,0,GASA0006
General,ORG0198,HKHKG,,PERPETUAL PLAY GROUP LIMITED,44 WYNDHAM STREET,HONG KONG,,,03 8807 9994,cargoservices.shipper+300701@gmail.com,GIL LOCKHART,0,PEPL0007  
General,ORG0199,AUMEL,,GENEX AUSTRALIA PTY LTD,2 RAYNES CLOSE,CARRUM DOWNS,,,03 9532 0624,cargoservices.shipper+300704@gmail.com,DANIEL HOOPER,0,GEAU0004
General,ORG0200,HKHKG,,SWANTEX ASIA LIMITED,359 & 361 QUEENS RD CENTRAL,SHEUNG WAN,,,852 2721 9088,cargoservices.shipper+300705@gmail.com,ANGIE LIU,0,SWAS0001  
General,ORG0201,TWTPE,,TAIWAN POWCO LTD,15FL NO 129 FU HSIN SOUTH ROAD SEC,TAIPEI TAIWAN,,,886 2 27312167,cargoservices.shipper+300710@gmail.com,PETER RICHARDSON,0,TAPO0002
General,ORG0202,THBKK,,FOURPOINT DIRECT EXPORTS LTD,15/2 CHAENGWATTANA RD,TUNGSONGHONG LAKSI BANGKOK,,,662 982 5372,cargoservices.shipper+300711@gmail.com,ADRIAN STEPHEN BRUNSDON,0,FODI0003  
General,ORG0203,CNDGG,,OCEAN HARVEST SPORTSWEAR CO LTD,507 YINGBIN ROAD,TANGXIA TOWN DONGGUAN GUANGDONG PRO,,,0769 81282772,cargoservices.shipper+300714@gmail.com,MARTIN EDEN HALL,0,OCHA0001
General,ORG0204,USNYC,,SENTRY INDUSTRIES INC,ONE BRIDGE STREET,NEW YORK,,,18457532910,cargoservices.shipper+300715@gmail.com,PEETU MELWANI,0,SEIN0044
General,ORG0205,CNNGB,,NINGBO HOME DOLLAR IMP & EXP CORP,69 GUANGYUAN ROAD,JIANGBEI DISTRICT NINGBO,,,86 574 88195267,cargoservices.shipper+300716@gmail.com,LESLIE PING,0,NIHO0007
General,ORG0206,VNSGN,,HIEP THANH PLASTIC TRADING MANIFACT,48-49-50 BAI SAY STREET DISCT 6,HO CHI MIN CITY,,,848 385 36240,cargoservices.shipper+300719@gmail.com,VO THI TO NGUYEN,0,HITH0001
General,ORG0207,CNNGB,,HENLEDAR CO LTD,58 QIZHA STREET,NINGBO,,,0086 574 8729...,cargoservices.shipper+300720@gmail.com,MENG CHUN,0,HECO0007
General,ORG0208,HKHKG,,HUGFUN INTERNATIONAL HONGKONG LIMIT,18/F GINZA SQUARE 565-567 NATHAN RO,MONGKOK KOWLOON,,,8657 4236 67090,cargoservices.shipper+300721@gmail.com,LISA,0,HUIN0003  
General,ORG0209,CNDLC,,DALIAN TALENT GIFT CO. LTD,TAIPING TOWN,PULANDIAN COUNTY DALIAN,,,0086 411 8254...,cargoservices.shipper+300722@gmail.com,AVA ZHANG,0,DATA0002  
General,ORG0210,AUMEL,,POWER DC PTY LTD,11 VENTURE WAY,BRAESIDE,,,03 9580 7877,cargoservices.shipper+300723@gmail.com,tim korren,0,PODC0002
General,ORG0211,CNNGB,,NINGBO YOHOO INDUSTRIAL LIMITED,NO 6 SHIYUAN ROAD,YINZHOU,,,86 574 2787 3206,cargoservices.shipper+300724@gmail.com,JANE XU,0,NIYO0008
General,ORG0212,,,TONGLING BIOLOGIC TECHNOLOGY CO LTD,NO 528 DIZHI AVE SHIZISHAN ZONE,TONGLING ANHUI,,,866000000000,cargoservices.shipper+300725@gmail.com,AMANDA,0,TOBI0002
General,ORG0213,AUMEL,,FUTURE BRAND PRODUCTS P/L,492-494 RACECOURSE ROAD,FLEMINGTON,,,03 9676 9444,cargoservices.shipper+300726@gmail.com,STEVE LORENZETTI,0,FUBR0001  
General,ORG0214,AUSYD,,HARPERCOLLINS PUBLISHERS AUSTRALIA,201 ELIZABETH STREET,SYDNEY,,,02 9952 5000,cargoservices.shipper+300727@gmail.com,GUY BENSAUL,0,HAPU0001  
General,ORG0215,CNNGB,,NINGBO JOHNSHEN STATTIONERY CO LTD,111-131 DINGXIANG ROAD,JIANGDONG ZONE NINGBO,,,86 574 27833333,cargoservices.shipper+300728@gmail.com,YOKA YANG,0,NIJO0002  
General,ORG0216,HKHKG,,GOLIATH FAR EAST LIMITED,1 SCIENCE MUSEUM ROAD,TSIMSHATSUI EAST KOWLOON,,,852 2363 4554,cargoservices.shipper+300852@gmail.com,ANDREW PANAGOPOULOS,0,GOFA0005  
General,ORG0217,HKHKG,,MONARCH INTERNATIONAL LTD,0,HONK KONG,,,852 2367 2688,cargoservices.shipper+300853@gmail.com,CALLAN O'HARA,0,MOIN0012  
General,ORG0218,CNSZX,,H & H ASIA LTD,4013 SHENNAN ROAD,SHENZHEN,,,86 755 83026780,cargoservices.shipper+300855@gmail.com,MARK DUFFY,0,HXXX0014  
General,ORG0219,CNNGB,,NINGBO MASCUBE IMP. & EXP. CORP.,58 DAGANG ROAD,NETD BEILUN  NINGBO,,,86 574 86802714,cargoservices.shipper+300856@gmail.com,JESSIE WO,0,NIMA0008  
General,ORG0220,AUMEL,,AUSTRALAISIAN BULK FOODS OVERSEAS,348 SOUTH ROAD,HAMPTON EAST,,,03 9555 2077,cargoservices.shipper+300857@gmail.com,GREG LAMB,0,AUBU0002
General,ORG0221,AUMEL,,CAPRICE AUSTRALIA PTY LTD OVERSEAS,31-49 EASTERN ROAD,SOUTH MELBOURNE,,,03 9922 2500,cargoservices.shipper+300858@gmail.com,JOHN TOMASELLI,0,CAAU0006  
General,ORG0222,CNSZX,,PROCHARGE INTERNATIONAL LTD,FUHUA YI ROAD,FUTIAN CENTRAL ZONE SHENZHEN,,,8680000000000,cargoservices.shipper+300859@gmail.com,JAMES,0,PRIN0049
General,ORG0223,,,DANDONG EVERLIGHT CANDLE INDUSTRY C,15 DAN SHEN ROAD,DANDONG LIAONING,,,86 415 4155358,cargoservices.shipper+300860@gmail.com,AYAL BEER,0,DAEV0004
General,ORG0224,CNNGB,,NINGBO RAVO IMPORT & EXPORT CO LTD,188 CHANGYANG ROAD,JIANG BEI DISTRICT NINGBO,,,86 574 83096538,cargoservices.shipper+300861@gmail.com,FLORA WANG,0,NIRA0002  
General,ORG0225,CNSZX,,"SHENZHEN GROUND ENTERPRISES CO.,LTD",MINGYUEHUADU GONGHE IND ROAD,XIXIANG BAO'AN DISTRICT SHENZHEN,,,0086 755 2303...,cargoservices.shipper+300862@gmail.com,DAVID GE,0,SHGR0002
General,ORG0226,CNSZX,,EUROSUN INTERNATIONAL LTD.,518 IDEA LAND BAOYUAN RD,BAO'AN SHENZHEN,,,86 755 2769 4537,cargoservices.shipper+300864@gmail.com,JAMES,0,EUIN0021
General,ORG0227,HKHKG,,PAMSON PACIFIC ENTERPRISES CORP. LT,114 KING FUK ST,SAN PO KONG KOWLOON,,,852 2321 0933,cargoservices.shipper+300867@gmail.com,NICOLE,0,PAPA0017
General,ORG0228,HKHKG,,SIMBA-TOYS (HONG KONG) LTD.,21 CANTON ROAD,TSIMSHATSUI KOWLOON,,,852 2367 2088,cargoservices.shipper+300870@gmail.com,ELING POON,0,SITO0002  
General,ORG0229,,,LAGO GROUP SPA,VIA ROMA 24,GALLIERA VENETA PADOVA,,,3904 994 75511,cargoservices.shipper+300879@gmail.com,UMBERTO TONIOLO,0,LAGR0006
General,ORG0230,,,KINNERTON CONFECTIONERY AUST P/L UK,845 PACIFIC HIGHWAY,CHATSWOOD,,,02 9413 3149,cargoservices.shipper+300881@gmail.com,DAVID KRUHAK,0,KICO0001  
General,ORG0231,CNNGB,,NINGBO B AND B INTERNATIONAL TRADIN,21 HUALOUXIANG,NINGBO,,,0574 870 29963,cargoservices.shipper+300882@gmail.com,PETER,0,NIBX0002
General,ORG0232,HKHKG,,FPL GROUP LIMITED,164 WAI YIP STREET,KWUN TONG KOWLOON,,,234 50221,cargoservices.shipper+300883@gmail.com,ADRIAN RILEY,0,FPGR0001  
General,ORG0233,AUMEL,,TANGO GROUP INTERNATIONAL,256 WICKHAM ROAD,MOORABBIN,,,03 9555 2523,cargoservices.shipper+300884@gmail.com,SAUL,0,TAGR0007
General,ORG0234,CNNGB,,NINGBO BEST SOLUTIONS IMPORT AND EX,128 NORTH JIEFANG ROAD,NINGBO,,,86 0574 8725 ...,cargoservices.shipper+300886@gmail.com,GLORIA,0,NIBE0004
General,ORG0235,,,ALFRED FRANKS & BARTLETT PIC,UNIT 2 HATFIELD ROAD,ALBAN PARK ST ALBANS HERTS,,,44 1727 833877,cargoservices.shipper+300887@gmail.com,JACKIE MCEWAN,0,ALFR0006  
General,ORG0236,AUMEL,,UNIVERSAL ENTERPRISES,7 CUBITT STREET,CREMORNE,,,03 9421 4511,cargoservices.shipper+300888@gmail.com,MARIA RICHARDSON,0,UNEN0004
General,ORG0237,AUMEL,,GIFT PACKAGING & ACCESSORIES P/L,14-16 EILEEN ROAD,CLAYTON SOUTH,,,03 9546 1188,cargoservices.shipper+300889@gmail.com,MARY BAKER,0,GIPA0003
General,ORG0238,HKHKG,,HOT SHOTS INTERNATIONAL LIMITED,4 HILLWOOD ROAD,TSIM SHA TSUI,,,03 9357 5510,cargoservices.shipper+300890@gmail.com,SCOTT EDGLEY,0,HOSH0008
General,ORG0239,CNNGB,,"BINBIN ARTS & CRAFTS CO.,LTD",789 TONGHUI ROAD,JIANGBEI DISTRICT NINGBO,,,86 574 8774 1328,cargoservices.shipper+300891@gmail.com,NOXN,0,BIAR0003
General,ORG0240,HKHKG,,RED STONE GROUP (HONG KONG) LIMITED,17 CANTON ROAD,TST KOWLOON,,,86 755 8523 8473,cargoservices.shipper+300893@gmail.com,PAUL LUC,0,REST0001
General,ORG0241,HKHKG,,LIFESTYLE BRANDS INTERNATIONAL (HK),6 ON PING ROAD,SIU LEK YUEN,,,613 8793 0000,cargoservices.shipper+300894@gmail.com,REBECCA MCLEAN,0,LIBR0012
General,ORG0242,AUFRE,,LUXE BRANDS GROUP PTY LTD,9/1 WILLIAM STREET,PERTH,,,08 9443 5115,cargoservices.shipper+300895@gmail.com,TALENA MAES,0,LUBR0003
General,ORG0243,CNSWA,,SHANTOU YESWILL TOYS CO. LTD,END OF DEZHEN ROAD,CHENGHAI SHANTOU GUANGDONG,,,86 754 85838481,cargoservices.shipper+300896@gmail.com,CANDY GRABBER PL,0,SHYE0003
General,ORG0244,CNFOC,,"FUZHOU BESTONE COLLECTION CO., LTD",YANGQIAO ROAD,"FUZHOU, FUJIAN",,,86 591 8782 8058,cargoservices.shipper+300897@gmail.com,POWER HUANG,0,FUBE0003
General,ORG0245,,,JIGSAW ANZ PTY LTD,19/33 MACMAHON STREET,HURSTVILLE,,,61 02 9586 1036,cargoservices.shipper+300899@gmail.com,SIMON DIMASCIO,0,JIAN0002
General,ORG0246,CNNGB,,MEICHENG HOLDINGS LTD,655 THE EXTENSION SECT OF LIANFENG,HAISHU DISTRICT NINGBO,,,86 574 5533 2099,cargoservices.shipper+300900@gmail.com,ELLA LIU,0,MEHO0006
General,ORG0247,CNDGG,,"CHAOZHOU LOVING HOME PORCELAIN CO.,",CHENGONGWEI AREA NANMEN VILLAGE,CHAOZHOU CITY GUANGDONG,,,86 0768 689 4458,cargoservices.shipper+300901@gmail.com,SALLY,0,CHLO0009
General,ORG0248,CNJHA,,"ZHEJIANG SOODODO STATIONERY CO., LT",588 MINGLI STREET,JIN DONG ZONE JIN HUA ZHEJIANG,,,0579 85977809,cargoservices.shipper+300902@gmail.com,NANCY FANG,0,ZHSO0001
General,ORG0249,NZAKL,,BLUEBIRD FOODS LTD,124 WIRI STATION ROAD,MANUKAU AUCKLAND,,,64 9262 8800,cargoservices.shipper+300903@gmail.com,LEENA CHANDAPPA,0,BLFO0001
General,ORG0250,CNSHA,,SUGAR AND SPICE TEXTILES,28 DANBA ROAD,SHANGHAI,,,832 1635 39056,cargoservices.shipper+300904@gmail.com,ANDREA MATTHEWS,0,SUXX0037
General,ORG0251,HKHKG,,HOLITON COMPANY LIMITED,42 WONG CHUK HANG ROAD,HONG KONG,,,852 8170 1058,cargoservices.shipper+300905@gmail.com,EMMA LI,0,HOCO0015
General,ORG0252,CNNGB,,"UNION SOURCE CO., LTD",399 JUXIAN ROAD,CHINA,,,86 574 2783 3606,cargoservices.shipper+300906@gmail.com,CANDY,0,UNSO0003
General,ORG0253,CNNGB,,"NINGBO REJOICE I/E CO .,LTD",UNIT 4 NORTH BANK FORTUNE CENTER,JIANGBEI DISTRICT NINGBO,,,86 574 87652373,cargoservices.shipper+300907@gmail.com,JERRY BAO,0,NIRE0002
General,ORG0254,HKHKG,,ORIGIN RED LIMITED,2 CHONG YIP STREET,KWUN TONG,,,882 2312 0612,cargoservices.shipper+300909@gmail.com,SULIN CHAN,0,ORRE0003  
