OrgType,OrgCode,LocationName,Cty,Name,Address,Line2,Line3,Line4,Telephone,EmailAddress,ContactName,ediSONInstance,ediSONCompanyCode
General,ORG0143,HKHKG,,GAIN TOTAL LIMITED,489-491 CASTL PEAKL RD,CHENG SH KOWLOON,,,852 2117 0518,testingmainguyen+143@gmail.com,SAM WONG,,
General,ORG0144,,,JIAXING JALY COMMODITIES CO LTD,605 CHANGZU ROAD,NANHU DISTRICT JIAXING ZHEJIANG,,,0412 874 682,testingmainguyen+144@gmail.com,CON TSINTARAKIS 0412 874 682,,
General,ORG0145,,,THE LEARNING JOURNEY INTERNATIONAL,24435 N 20TH DRIVE,PHOENIX,,,602 767 1115,testingmainguyen+145@gmail.com,CINDY WILSON,,
General,ORG0146,GBMNC,,STOCKS (MANCHESTER) LTD,VILLAGE WAY,TRAFFORD PARK MANCHESTER,,,0161 855 6999,testingmainguyen+146@gmail.com,JOANNE ANDERSON,,
General,ORG0147,HKHKG,,MOTORMAX TOY FACTORY LIMITED,7/F TOWER 1 STH SEAS CENTRE 75 MODY,TSIMSHATSUI EAST KOWLOON,,,852 2722 8000,testingmainguyen+147@gmail.com,ERIC LAI,,
General,ORG0148,,,VAN CAEM EUROPE BV,ADMIRAAL BANCKERTWEG 12,ZUID,,,31 715219513,testingmainguyen+148@gmail.com,THOMAS HOVING,,
General,ORG0149,,,ZHUJI MORETEX SOCKS CO LTD,11 LIANHE ROAD,ZHUJI CITY ZHEJIANG,,,86 575 87135881,testingmainguyen+149@gmail.com,TONY HABIB,,
General,ORG0150,HKHKG,,ARUNA HOMEWARE (HONG KONG) LIMITED,6 HOW MING STREET,TWUN TONG KOWLOON,,,852 36955030,testingmainguyen+150@gmail.com,SULIN CHAN,,
General,ORG0151,VNSGN,,HAPROSIMEX SAIGON,77-79 PHO DUC CHINH STREET,DIST 1 HO CHI MINH CITY,,,84 902 418433,testingmainguyen+151@gmail.com,LE THI THU THUY (MARIE),,
General,ORG0152,VNSGN,,DAI DONG TIEN CORPORATION,216 TAN THANH WARD,HO CHI MIN CITY,,,,testingmainguyen+152@gmail.com,MS THUY,,
General,ORG0153,,,MCPHERSONS HOUSEWARES,105  VANESSA STREET,KINGSGROVE,,,02 9370 8000,testingmainguyen+153@gmail.com,natalie ryan,,
General,ORG0154,AUMEL,,GIDEON SERVICES PTY LTD OVERSEAS,22 KENILWORTH CRESCENT,GLEN WAVERLEY,,,03 9803 3703,testingmainguyen+154@gmail.com,jo sujana  0488 337730,,
General,ORG0155,HKHKG,,CREATIVE CONCEPTS MANUFACTURING LTD,2G HOK YUEN STREET, HUNG KOWLOON,,,2773 6401,testingmainguyen+155@gmail.com,SHAZIA BIBI,,
General,ORG0156,,,LOUMET TOYS PTY LTD,7 STEPNEY STREET,STEPNEY,,,08 8363 0799,testingmainguyen+156@gmail.com,JOSEPH SPAGNOLETTI,,
General,ORG0157,,,SODAKING AUSTRALIA,3 MCLELLAN STREET,BAYSWATER,,,0421 997 496,testingmainguyen+157@gmail.com,KEVIN DOHERTY,,
General,ORG0158,,,KIDZWIZ PTY LTD,8 THORNTON CRES,MITCHAM,,,414000000,testingmainguyen+158@gmail.com,MEYER DIAMOND,,
General,ORG0159,,,SOCADO SRL,VIA SPAGNA 20,VILLAFRANCA DI VERONIA,,,03 9555 2077,testingmainguyen+159@gmail.com,GERRY VAN AMEYDEN,,
General,ORG0160,,,LYPRODAN A/S,BERNSTORFFSVEJ 130 DK2900,HELLERUP DENMARK,,,45 3990 8818,testingmainguyen+160@gmail.com,MS EMILY,,
General,ORG0161,CNCAN,,RAYLEE INTERNATIONAL CO LTD,168 NANTAI ROAD,GUANGZHOU,,,86 20 84344889,testingmainguyen+161@gmail.com,LAURA KEMP,,
General,ORG0162,TWTPE,,DELTAIC INTERNATIONAL CO LTD,79  SEC 2 SHUANG-SHI ROAD,BANQIAO DISTRICT NEW TAPEI CITY,,,886 2 2251 7070,testingmainguyen+162@gmail.com,ARTHUR CHIU,,
General,ORG0163,AUMEL,,ARLEC AUSTRALIA PTY LTD,31-41 JOSEPH STREET,BLACKBURN NORTH,,,03 9982 5000,testingmainguyen+163@gmail.com,LIZ SPENCER,,
General,ORG0164,,,BIG MOUTH INC,655 WINDING BROOK DVE,GLASTONBURY,,,860 659 8304,testingmainguyen+164@gmail.com,JEFFREY ELSNER,,
General,ORG0165,AUMEL,,TOYNETWORX,4/87 NEWLANDS ROAD,RESERVOIR,,,03 9460 2277,testingmainguyen+165@gmail.com,BEN BLISS,,
General,ORG0166,HKHKG,,MEGA BRIGHT INT(PJ SAS TRADING),UNIT 11 11/F BLOCK A HI TECH IND CE,PAK TIN PAR STREET TSUEN WAN,,,61 2 9602 5444,testingmainguyen+166@gmail.com,LUKE,,
General,ORG0167,VNSGN,,LE TRAN PRODUCING-TRADING & SERVICE,39/25-27 NGUYEN CUU DAM ST,TAN PHU DIST HO CHI MINH CITY,,,84 8 3713 8888,testingmainguyen+167@gmail.com,MR HUNG,,
General,ORG0168,VNSGN,,SUNRISE POTTERY CO LTD,280B8 LUONG DINH CUA AN PHU DISTRIC,HO CHI MIN CITY,,,84 613 954 357,testingmainguyen+168@gmail.com,THUY TRINH,,
General,ORG0169,,,M/S LAAJ INTERNATIONAL,A-2 NARAINA INDUSTRIAL AERA,PHASE 1 NEW DELHI,,,011 4141 8661,testingmainguyen+169@gmail.com,RAHUL AGGARWAL,,
General,ORG0170,CNNGB,,NINGBO POWERR PLASTIC PRODUCTS CO L,CHONGSHOU TOWN,CIXI CITY,,,0086 13605888226,testingmainguyen+170@gmail.com,MR JOHNSON,,
General,ORG0171,VNSGN,,FMCG VIET CO LTD,203/9 TRUC STR WARD 13,BINH THANH DIST HO CHI MIN CITY,,,84 35533480,testingmainguyen+171@gmail.com,MR CLARK,,
General,ORG0172,,,IMPACT POSTERS(IMPACT ROCK MERCHAND,1/9 PIONEER AVENUE,THORNLEIGH,,,02 9481 7344,testingmainguyen+172@gmail.com,COLIN WISE,,
General,ORG0173,CNNGB,,THE GRANDVIEW INDUSTRY CO LTD,555 SOUTH TIANTONG RD,YINZHOU DIST NINGBO CI,,,86 574 89057759,testingmainguyen+173@gmail.com,JASON,,
General,ORG0174,AUMEL,,MJM AUSTRALIA IMPORTS (OS),27 CHRISTENSEN STREET,CHELTENHAM,,,03 9555 3833,testingmainguyen+174@gmail.com,JACQUES LEVY,,
General,ORG0175,USNYC,,MACKSON INC D/B/A/SHE'S COOL,1407 BROADWAY SUITE 2116B,"NEW YORK, NY",,,212-398-2515,testingmainguyen+175@gmail.com,AMIT LAMBA,,
General,ORG0176,,,NESTRADE S.A.,Rue Entre-deux-Villes 12,"CH-1814 La Tour-de-Peilz, Switzerla",,,41200000000,testingmainguyen+176@gmail.com,Alex I,,
General,ORG0177,HKHKG,,GOLDEN FLOWER IND. CO. LTD,491 CATLE PEAK RD,KOWLOON HONG KONG,,,852 27435418,testingmainguyen+177@gmail.com,ALICE,,
General,ORG0178,,,BINTEX HOLDINGS P/L T/A LOFTEX AUST,1 Talavera Road,NORTH RYDE,,,02 9888 6688,testingmainguyen+178@gmail.com,PETER ROBERTS,,
General,ORG0179,CNSXG,,SHAOXING SHAFEIER CRAFTS CO LTD,ZONGHENG BRANCH ROAD,SHAOXING CITY ZHEIJIANG,,,86 575 89105172,testingmainguyen+179@gmail.com,ELLERY,,
General,ORG0180,,,HAUNUI INTERNATIONAL LIMITED,681B ROSEBANK ROAD,AVONDALE,,,6500000000,testingmainguyen+180@gmail.com,EMMA SHAW,,
General,ORG0181,AUMEL,,WHOLESALE WAREHOUSE PTY LTD,17 DISSIK STREET,CHELTENHAM,,,03 9555 9884,testingmainguyen+181@gmail.com,BRAD KRUSNOSTEIN,,
General,ORG0182,AUMEL,,ROSSDALE PTY LTD,351-353 WARRIGAL ROAD,CHELTENHAM,,,03 9583 4411,testingmainguyen+182@gmail.com,TIFFANY STEPHENS,,
General,ORG0183,HKHKG,,KIMM & MILLER (ASIA) LIMITED,3 HI YIP STREET,YUEN LONG N.T,,,852 26199600,testingmainguyen+183@gmail.com,TRISH MUSCAT 0409 568 975,,
General,ORG0184,AUMEL,,HINKLER BOOKS PTY LTD,45-55 FAIRCHILD STREET,HEATHERTON,,,03 9552 1333,testingmainguyen+184@gmail.com,NADIKA GARBER,,
General,ORG0185,CNHUI,,IDEAL LOCK CO LTD,DONGFENG VILLAGE,HUIZHOU CITY GUANGDONG PROVINCE,,,86 752 6516088,testingmainguyen+185@gmail.com,ERIC NG,,
General,ORG0186,AUMEL,,WILLIAM A MCNEIL AND CO PTY LTD,400 FOLEYS ROAD,DERRIMUT,,,03 8390 3333,testingmainguyen+186@gmail.com,VICKI GREEN,,
General,ORG0187,AUMEL,,JTC IMPORT EXPORT PTY LTD,98 SOUTH PARK DRIVE,DANDENONG SOUTH,,,03 9532 5100,testingmainguyen+187@gmail.com,MATTHEW BROOK,,
General,ORG0188,VNSGN,,BA NHAT RATTAN BAMBOO HIGH GRADE CO,169-171  XO VIET NGHE TINH W 17 BIN,HO CHI MIN CITY,,,08 3898 0916,testingmainguyen+188@gmail.com,NGUYEN DUY TRUNG,,
General,ORG0189,,,STUDIO NOVA,589 THE KINGSWAY,MIRANDA,,,02 9531 2411,testingmainguyen+189@gmail.com,STEPHEN CLARK,,
General,ORG0190,HKHKG,,MAX FORTUNE INDUSTRIAL LIMITED,32/F HING WAI CENTRE 7 TIN WAN PRAY,ABERDEEN,,,852 2518 7600,testingmainguyen+190@gmail.com,JENNIFER AU YEUNG,,
General,ORG0191,CNHGH,,HAINAN ZHEJING FOREIGN TRADE CO LTD,200 SHIMAN ST,QIANJIANG NEW TOWN HANGZHOU,,,0086 186 6712...,testingmainguyen+191@gmail.com,JACKY CHEN,,
General,ORG0192,HKHKG,,FP GLASSWARE INDUSTRY,3 EUNG YUET ROAD,KOWLOON,,,852 2751 9308,testingmainguyen+192@gmail.com,WILLIAM LAU,,
General,ORG0193,CNLNH,,"TAIZHOU XINHUALIAN PLASTIC CO.,LTD",SHANGJIN INDUSTRIALPARK,LINHAI TAIZHOU ZHEJIANG,,,86 576 85696777,testingmainguyen+193@gmail.com,SOPHIA CHEN,,
General,ORG0194,,,"HOMCO HOUSEHOLD PRODUCTS CO., LTD",DONGGANG EAST STREET,JINHUA CITY,,,0579 8912 5065,testingmainguyen+194@gmail.com,JASON,,
General,ORG0195,CNHGH,,HANGZHOU ZIELE TRADING CO LTD,ROOM 0810 GUANG LI BLDG 136 QING CH,HANGZHOU CITY,,,0086 0571 872...,testingmainguyen+195@gmail.com,DANIEL,,
General,ORG0196,,,TONTINE GROUP (JOHN COTTON AUSTRALI,144-168 NATIONAL BLVD,CAMPBELLFIELD,,,1800 725 500,testingmainguyen+196@gmail.com,SCOTT GICK,,
General,ORG0197,AUMEL,,HUNTER PRODUCTS PTY LTD,424 WARRIGUL ROAD,MOORABBIN,,,03 9262 2900,testingmainguyen+197@gmail.com,DAVID PEEL,,
General,ORG0198,,,UNITEX INTERNATIONAL,53 BOURKE ROAD,ALEXANDRIA,,,02 9669 6317,testingmainguyen+198@gmail.com,AFSHIN NEJADIRAN,,
General,ORG0199,CNSHA,,ALVIN CULTURAL AND SPORT(ALVIN INTE,1001-1002 1018 10TH FLOORT BDG 3 GR,58 EAST  XINJIAN ROAD SHANGHAI,,,03 9827 5179,testingmainguyen+199@gmail.com,PETER YAN,,
General,ORG0200,CNHGH,,ZHEJIANG ARTS & CRAFTS IMP & EXP CO,12N  ZHONGSHAN ROAD,HANGZHOU,,,86 571 8568 2918,testingmainguyen+200@gmail.com,FANG JIONG,,
General,ORG0201,VNSGN,,HACA CO LTD,64/22 LE QUANG DINH WARD,14 BINH THANH DIST HO CHI MIN CITY,,,848 35107 100,testingmainguyen+201@gmail.com,HOANG XUAN PHUONG,,
General,ORG0202,,,GARLAND SALES INC (MILBERG FACTORS,1800 ANTIOCH ROAD,DALTON GA,,,800 524 0361,testingmainguyen+202@gmail.com,CHRIS LATOUR,,
General,ORG0203,HKHKG,,PERPETUAL PLAY GROUP LIMITED,44 WYNDHAM STREET,HONG KONG,,,03 8807 9994,testingmainguyen+203@gmail.com,GIL LOCKHART,,
General,ORG0204,AUMEL,,GENEX AUSTRALIA PTY LTD,2 RAYNES CLOSE,CARRUM DOWNS,,,03 9532 0624,testingmainguyen+204@gmail.com,DANIEL HOOPER,,
General,ORG0205,HKHKG,,SWANTEX ASIA LIMITED,359 & 361 QUEENS RD CENTRAL,SHEUNG WAN,,,852 2721 9088,testingmainguyen+205@gmail.com,ANGIE LIU,,
General,ORG0206,TWTPE,,TAIWAN POWCO LTD,15FL NO 129 FU HSIN SOUTH ROAD SEC,TAIPEI TAIWAN,,,886 2 27312167,testingmainguyen+206@gmail.com,PETER RICHARDSON,,
General,ORG0207,THBKK,,FOURPOINT DIRECT EXPORTS LTD,15/2 CHAENGWATTANA RD,TUNGSONGHONG LAKSI BANGKOK,,,662 982 5372,testingmainguyen+207@gmail.com,ADRIAN STEPHEN BRUNSDON,,
General,ORG0208,CNDGG,,OCEAN HARVEST SPORTSWEAR CO LTD,507 YINGBIN ROAD,TANGXIA TOWN DONGGUAN GUANGDONG PRO,,,0769 81282772,testingmainguyen+208@gmail.com,MARTIN EDEN HALL,,
General,ORG0209,USNYC,,SENTRY INDUSTRIES INC,ONE BRIDGE STREET,NEW YORK,,,18500000000,testingmainguyen+209@gmail.com,PEETU MELWANI,,
General,ORG0210,CNNGB,,NINGBO HOME DOLLAR IMP & EXP CORP,69 GUANGYUAN ROAD,JIANGBEI DISTRICT NINGBO,,,86 574 88195267,testingmainguyen+210@gmail.com,LESLIE PING,,
General,ORG0211,VNSGN,,HIEP THANH PLASTIC TRADING MANIFACT,48-49-50 BAI SAY STREET DISCT 6,HO CHI MIN CITY,,,848 385 36240,testingmainguyen+211@gmail.com,VO THI TO NGUYEN,,
General,ORG0212,CNNGB,,HENLEDAR CO LTD,58 QIZHA STREET,NINGBO,,,0086 574 8729...,testingmainguyen+212@gmail.com,MENG CHUN,,
General,ORG0213,HKHKG,,HUGFUN INTERNATIONAL HONGKONG LIMIT,18/F GINZA SQUARE 565-567 NATHAN RO,MONGKOK KOWLOON,,,8657 4236 67090,testingmainguyen+213@gmail.com,LISA,,
General,ORG0214,CNDLC,,DALIAN TALENT GIFT CO. LTD,TAIPING TOWN,PULANDIAN COUNTY DALIAN,,,0086 411 8254...,testingmainguyen+214@gmail.com,AVA ZHANG,,
General,ORG0215,AUMEL,,POWER DC PTY LTD,11 VENTURE WAY,BRAESIDE,,,03 9580 7877,testingmainguyen+215@gmail.com,tim korren,,
General,ORG0216,CNNGB,,NINGBO YOHOO INDUSTRIAL LIMITED,NO 6 SHIYUAN ROAD,YINZHOU,,,86 574 2787 3206,testingmainguyen+216@gmail.com,JANE XU,,
General,ORG0217,,,TONGLING BIOLOGIC TECHNOLOGY CO LTD,NO 528 DIZHI AVE SHIZISHAN ZONE,TONGLING ANHUI,,,8.66E+11,testingmainguyen+217@gmail.com,AMANDA,,
General,ORG0218,AUMEL,,FUTURE BRAND PRODUCTS P/L,492-494 RACECOURSE ROAD,FLEMINGTON,,,03 9676 9444,testingmainguyen+218@gmail.com,STEVE LORENZETTI,,
General,ORG0219,AUSYD,,HARPERCOLLINS PUBLISHERS AUSTRALIA,201 ELIZABETH STREET,SYDNEY,,,02 9952 5000,testingmainguyen+219@gmail.com,GUY BENSAUL,,
General,ORG0220,CNNGB,,NINGBO JOHNSHEN STATTIONERY CO LTD,111-131 DINGXIANG ROAD,JIANGDONG ZONE NINGBO,,,86 574 27833333,testingmainguyen+220@gmail.com,YOKA YANG,,
General,ORG0221,HKHKG,,GOLIATH FAR EAST LIMITED,1 SCIENCE MUSEUM ROAD,TSIMSHATSUI EAST KOWLOON,,,852 2363 4554,testingmainguyen+221@gmail.com,ANDREW PANAGOPOULOS,,
General,ORG0222,HKHKG,,MONARCH INTERNATIONAL LTD,0,HONK KONG,,,852 2367 2688,testingmainguyen+222@gmail.com,CALLAN O'HARA,,
General,ORG0223,CNSZX,,H & H ASIA LTD,4013 SHENNAN ROAD,SHENZHEN,,,86 755 83026780,testingmainguyen+223@gmail.com,MARK DUFFY,,
General,ORG0224,CNNGB,,NINGBO MASCUBE IMP. & EXP. CORP.,58 DAGANG ROAD,NETD BEILUN  NINGBO,,,86 574 86802714,testingmainguyen+224@gmail.com,JESSIE WO,,
General,ORG0225,AUMEL,,AUSTRALAISIAN BULK FOODS OVERSEAS,348 SOUTH ROAD,HAMPTON EAST,,,03 9555 2077,testingmainguyen+225@gmail.com,GREG LAMB,,
General,ORG0226,AUMEL,,CAPRICE AUSTRALIA PTY LTD OVERSEAS,31-49 EASTERN ROAD,SOUTH MELBOURNE,,,03 9922 2500,testingmainguyen+226@gmail.com,JOHN TOMASELLI,,
General,ORG0227,CNSZX,,PROCHARGE INTERNATIONAL LTD,FUHUA YI ROAD,FUTIAN CENTRAL ZONE SHENZHEN,,,8.68E+12,testingmainguyen+227@gmail.com,JAMES,,
General,ORG0228,,,DANDONG EVERLIGHT CANDLE INDUSTRY C,15 DAN SHEN ROAD,DANDONG LIAONING,,,86 415 4155358,testingmainguyen+228@gmail.com,AYAL BEER,,
General,ORG0229,CNNGB,,NINGBO RAVO IMPORT & EXPORT CO LTD,188 CHANGYANG ROAD,JIANG BEI DISTRICT NINGBO,,,86 574 83096538,testingmainguyen+229@gmail.com,FLORA WANG,,
General,ORG0230,CNSZX,,"SHENZHEN GROUND ENTERPRISES CO.,LTD",MINGYUEHUADU GONGHE IND ROAD,XIXIANG BAO'AN DISTRICT SHENZHEN,,,0086 755 2303...,testingmainguyen+230@gmail.com,DAVID GE,,
General,ORG0231,CNSZX,,EUROSUN INTERNATIONAL LTD.,518 IDEA LAND BAOYUAN RD,BAO'AN SHENZHEN,,,86 755 2769 4537,testingmainguyen+231@gmail.com,JAMES,,
General,ORG0232,HKHKG,,PAMSON PACIFIC ENTERPRISES CORP. LT,114 KING FUK ST,SAN PO KONG KOWLOON,,,852 2321 0933,testingmainguyen+232@gmail.com,NICOLE,,
General,ORG0233,HKHKG,,SIMBA-TOYS (HONG KONG) LTD.,21 CANTON ROAD,TSIMSHATSUI KOWLOON,,,852 2367 2088,testingmainguyen+233@gmail.com,ELING POON,,
General,ORG0234,,,LAGO GROUP SPA,VIA ROMA 24,GALLIERA VENETA PADOVA,,,3904 994 75511,testingmainguyen+234@gmail.com,UMBERTO TONIOLO,,
General,ORG0235,,,KINNERTON CONFECTIONERY AUST P/L UK,845 PACIFIC HIGHWAY,CHATSWOOD,,,02 9413 3149,testingmainguyen+235@gmail.com,DAVID KRUHAK,,
General,ORG0236,CNNGB,,NINGBO B AND B INTERNATIONAL TRADIN,21 HUALOUXIANG,NINGBO,,,0574 870 29963,testingmainguyen+236@gmail.com,PETER,,
General,ORG0237,HKHKG,,FPL GROUP LIMITED,164 WAI YIP STREET,KWUN TONG KOWLOON,,,234 50221,testingmainguyen+237@gmail.com,ADRIAN RILEY,,
General,ORG0238,AUMEL,,TANGO GROUP INTERNATIONAL,256 WICKHAM ROAD,MOORABBIN,,,03 9555 2523,testingmainguyen+238@gmail.com,SAUL,,
General,ORG0239,CNNGB,,NINGBO BEST SOLUTIONS IMPORT AND EX,128 NORTH JIEFANG ROAD,NINGBO,,,86 0574 8725 ...,testingmainguyen+239@gmail.com,GLORIA,,
General,ORG0240,,,ALFRED FRANKS & BARTLETT PIC,UNIT 2 HATFIELD ROAD,ALBAN PARK ST ALBANS HERTS,,,44 1727 833877,testingmainguyen+240@gmail.com,JACKIE MCEWAN,,
General,ORG0241,AUMEL,,UNIVERSAL ENTERPRISES,7 CUBITT STREET,CREMORNE,,,03 9421 4511,testingmainguyen+241@gmail.com,MARIA RICHARDSON,,
General,ORG0242,AUMEL,,GIFT PACKAGING & ACCESSORIES P/L,14-16 EILEEN ROAD,CLAYTON SOUTH,,,03 9546 1188,testingmainguyen+242@gmail.com,MARY BAKER,,
General,ORG0243,HKHKG,,HOT SHOTS INTERNATIONAL LIMITED,4 HILLWOOD ROAD,TSIM SHA TSUI,,,03 9357 5510,testingmainguyen+243@gmail.com,SCOTT EDGLEY,,
General,ORG0244,CNNGB,,"BINBIN ARTS & CRAFTS CO.,LTD",789 TONGHUI ROAD,JIANGBEI DISTRICT NINGBO,,,86 574 8774 1328,testingmainguyen+244@gmail.com,NOXN,,
General,ORG0245,HKHKG,,RED STONE GROUP (HONG KONG) LIMITED,17 CANTON ROAD,TST KOWLOON,,,86 755 8523 8473,testingmainguyen+245@gmail.com,PAUL LUC,,
General,ORG0246,HKHKG,,LIFESTYLE BRANDS INTERNATIONAL (HK),6 ON PING ROAD,SIU LEK YUEN,,,613 8793 0000,testingmainguyen+246@gmail.com,REBECCA MCLEAN,,
General,ORG0247,AUFRE,,LUXE BRANDS GROUP PTY LTD,9/1 WILLIAM STREET,PERTH,,,08 9443 5115,testingmainguyen+247@gmail.com,TALENA MAES,,
General,ORG0248,CNSWA,,SHANTOU YESWILL TOYS CO. LTD,END OF DEZHEN ROAD,CHENGHAI SHANTOU GUANGDONG,,,86 754 85838481,testingmainguyen+248@gmail.com,CANDY GRABBER PL,,
General,ORG0249,CNFOC,,"FUZHOU BESTONE COLLECTION CO., LTD",YANGQIAO ROAD,"FUZHOU, FUJIAN",,,86 591 8782 8058,testingmainguyen+249@gmail.com,POWER HUANG,,
General,ORG0250,,,JIGSAW ANZ PTY LTD,19/33 MACMAHON STREET,HURSTVILLE,,,61 02 9586 1036,testingmainguyen+250@gmail.com,SIMON DIMASCIO,,
General,ORG0251,CNNGB,,MEICHENG HOLDINGS LTD,655 THE EXTENSION SECT OF LIANFENG,HAISHU DISTRICT NINGBO,,,86 574 5533 2099,testingmainguyen+251@gmail.com,ELLA LIU,,
General,ORG0252,CNDGG,,"CHAOZHOU LOVING HOME PORCELAIN CO.,",CHENGONGWEI AREA NANMEN VILLAGE,CHAOZHOU CITY GUANGDONG,,,86 0768 689 4458,testingmainguyen+252@gmail.com,SALLY,,
General,ORG0253,CNJHA,,"ZHEJIANG SOODODO STATIONERY CO., LT",588 MINGLI STREET,JIN DONG ZONE JIN HUA ZHEJIANG,,,0579 85977809,testingmainguyen+253@gmail.com,NANCY FANG,,
General,ORG0254,NZAKL,,BLUEBIRD FOODS LTD,124 WIRI STATION ROAD,MANUKAU AUCKLAND,,,64 9262 8800,testingmainguyen+254@gmail.com,LEENA CHANDAPPA,,
General,ORG0255,CNSHA,,SUGAR AND SPICE TEXTILES,28 DANBA ROAD,SHANGHAI,,,832 1635 39056,testingmainguyen+255@gmail.com,ANDREA MATTHEWS,,
General,ORG0256,HKHKG,,HOLITON COMPANY LIMITED,42 WONG CHUK HANG ROAD,HONG KONG,,,852 8170 1058,testingmainguyen+256@gmail.com,EMMA LI,,
General,ORG0257,CNNGB,,"UNION SOURCE CO., LTD",399 JUXIAN ROAD,CHINA,,,86 574 2783 3606,testingmainguyen+257@gmail.com,CANDY,,
General,ORG0258,CNNGB,,"NINGBO REJOICE I/E CO .,LTD",UNIT 4 NORTH BANK FORTUNE CENTER,JIANGBEI DISTRICT NINGBO,,,86 574 87652373,testingmainguyen+258@gmail.com,JERRY BAO,,
General,ORG0259,HKHKG,,ORIGIN RED LIMITED,2 CHONG YIP STREET,KWUN TONG,,,882 2312 0612,testingmainguyen+259@gmail.com,SULIN CHAN,,
General,ORG0260,HKHKG,,CACO LIMITED,1065 KINGS ROAD,HONG KONG,,,852 2535 6239,testingmainguyen+260@gmail.com,CHRIS,,
General,ORG0261,CNNGB,,NINGBO TOP FUTURE INTERNATIONAL TRA,XINFU ROAD,ZHEJIANG NINGBO,,,86 574 8800 1333,testingmainguyen+261@gmail.com,BRUCE,,
General,ORG0262,CNNGB,,BSM ENTERPRISE LTD,160 EAST JIN YUAN LANE,NINGBO JIANGDONG,,,86 574 87050632,testingmainguyen+262@gmail.com,BESSIE,,
General,ORG0263,CNNGB,,"MAS-HOUSEWARE INDUSTRY CO., LIMITED",99 TAIHUI LANE,YINZHOU NINGBO,,,0574 27865291,testingmainguyen+263@gmail.com,MICHAEL,,
General,ORG0264,CNYIW,,GOLDEN POUND INTERNATIONAL LIMITED,99 PINGHU ROAD,DONG XIN WU QINGKOU YIWU ZHEIJIANG,,,86 057985860323,testingmainguyen+264@gmail.com,DAVID,,
General,ORG0265,CNNGB,,"NINGBO HOMSKY HOUSEHOLD CO,.LTD",ZHONGHE,YINZHOU DISTRICT NINGBO,,,86 574 8793 9356,testingmainguyen+265@gmail.com,LILY,,
General,ORG0266,CNNGB,,"NINGBO EATON HOME IMP & EXP. CO., L",THE EXTENSION SECT OF LIANFENG ROAD,HAISHU DISTRICT NINGBO CITY ZHEJIAN,,,86 574 55715701,testingmainguyen+266@gmail.com,PAUL WESTWOOD,,
General,ORG0267,HKHKG,,SIMPLE SYMBOL LIMITED,39 MA TAU WAI ROAD,HUNGHOM KOWLOON,,,852 2362 0281,testingmainguyen+267@gmail.com,CHRIS HUEN,,
General,ORG0268,AUMEL,,DCI INTERNATIONAL PTY LTD,23 HINKLER ROAD,MORDIALLOC,,,03 9588 0001,testingmainguyen+268@gmail.com,NATHAN,,
General,ORG0269,CNCAN,,JUST CERAMIC INDUSTRIAL LIMITED,ZHONGSHAN AVENUE,GUANGZHOU,,,86 20 3809 7108,testingmainguyen+269@gmail.com,THOMAS YU,,
General,ORG0270,HKHKG,,BESTWAY HONG KONG LIMITED,1407 GOOD HARVEST INDUSTRIAL BUILDI,TUEN MUN,,,852 8108 2801,testingmainguyen+270@gmail.com,ISABELLA,,
General,ORG0271,CNLYG,,JIANGSU RUNSHI LIGHT&TEXTILE INDUST,SHIDONG VILLAGE SHIQIAO TOWN GANYU,LIANYUNGANG JIANGSU,,,86 518 8286 0099,testingmainguyen+271@gmail.com,GANWONG,,
General,ORG0272,HKHKG,,TOM'S TOY INTERNATIONAL (HK) LIMITE,1 SCIENCE MUSEUM ROAD,TSIM SHA TSUI EAST KOWLOON,,,852 2735 2891,testingmainguyen+272@gmail.com,SANDY,,
General,ORG0273,CNHGH,,"HANGZHOU FREEFISH IMP. & EXP. CO.,",567 DENGCAI STREET,SANDUN WESTLAKE DISTRICT HANGZHOU,,,86 571 86950885,testingmainguyen+273@gmail.com,SERAPH LOU,,
General,ORG0274,CNHYN,,"TAIZHOU TEAMWIN ARTS & CRAFTS CO.,",36 KANGZHUANG ROAD WEST INDUSTRIAL,HUANGYAN TAIZHOU CITY ZHEJIANG PROV,,,86 57689182962,testingmainguyen+274@gmail.com,SALES,,
General,ORG0275,HKHKG,,CREATIVE WORLDWIDE (HK) LIMITED,1 WANG TUNG STREET,KOWLOON,,,852 2148 9288,testingmainguyen+275@gmail.com,WINCY WONG,,
General,ORG0276,CNNGB,,NINGBO JOYFUL INDUSTRY AND TRADE CO,65 SHENGMEI NORTH ROAD,HIGH TECH ZONE NINGBO,,,86 574 87393990,testingmainguyen+276@gmail.com,EVA,,
General,ORG0277,CNSHA,,GENERAL MERCHANDISE INTERNATIONAL L,55 LUOJIN ROAD,MINHANG DISTRICT SHANGHAI,,,86 21 64401118,testingmainguyen+277@gmail.com,KENNY SO,,
General,ORG0278,CNSHA,,NINGBO FEIHONG STATIONERY LIMITED,8 FENGXIANG ROAD,ZHEIJIANG,,,0574 22662199,testingmainguyen+278@gmail.com,BECKY,,
General,ORG0279,CNLYG,,"LIANYUNGANG SENHUXI FOODSTUFF CO,.",9 PUXI ROAD,LIANYUNGANG JIANGSU,,,86 5188 3092586,testingmainguyen+279@gmail.com,DANA HU,,
